Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,Uplink Tone,Downlink Tone,Coverage,Features,Web links,IRLP,EchoLink,AllStar,Commands,YSF Digital Enabled,DG-ID,Mixed-Mode,Nets,Affiliate,Notes,WIRES-X,Links,DMR Enabled,Color Code,Wide Network,Grid,Feed,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,On-air,Worldwide,North America,Local/Cluster,English,TAC 310,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Location Photo,Wyoming,WyLOCAL
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,104.8,SSW,,449.975,444.975,,,,Chaffee,On-Air,,CCARC,,100,100,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,2,K0JSC.COM,7301,363976,28368,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,Full-time to the  The Fun Machine System .,,,,DM68xk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,105.5,WSW,,447.05,442.05,,,,Pitkin,On-Air,Roaring Fork Amateur Repeater Cooperative,CCARC,,136.5,136.5,Aspen-Snowmass areas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,106.2,S,,147.24,147.84,,,,Pueblo,Off-Air,TARA,CCARC,,103.5,CSQ,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,106.2,S,,447.275,442.275,,,,Pueblo,On-Air,,CCARC,,100,100,,,The Fun Machine,,,,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",The Fun Machine,"Moved to Pueblo.  Now called ""Pueblo Metro""",,Full-time to the  The Fun Machine System .,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,106.2,S,,446.9875,441.9875,,,,Pueblo,Off-Air,,CCARC,,,,,,Rocky Mountain Ham Radio,,,,,,,,,RMHAM,,,Full-time to the  Colorado TRBO System .,,6,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,107.2,NNW,,147.015,147.615,,,,Albany,On-Air,"Albany County ARES/RACES, University Amateur Radio",,,146.2,,Albany County,,http://www.uwyo.edu/uarc/,,82070,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,108.1,NNW,,447.225,442.225,,,,Albany,On-Air,Laramie County EM,WRCG,,,,Wide area.,,,,,,,,,,,Wyoming DMR Project,,,,,11,,,,,,,,,,,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,1,2
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,110,WSW,,146.67,146.07,,,,Pitkin,On-Air,Ski Country ARC,CCARC,,107.2,,Wide area.,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,110.1,WNW,,147.165,147.765,,,,Routt,On-Air,Colorado Connection,,,88.5,123,,,,,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,110.1,WNW,,449.625,444.625,,,,Routt,On-Air,"Colorado Connection Repeaters, Inc.",,,123,123,Local Steamboat Area,Statewide Linked System,http://colcon.org,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,110.1,WNW,,147.21,147.81,,,,Routt,On-Air,SSARC,CCARC,,107.2,107.2,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,111.2,NNW,,53.03,52.03,,,,Albany,Off-Air,K7UWR,,,,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,8,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,111.9,SW,,145.325,144.725,,,,Chaffee,On-Air,Chaffee Lake Amateur Repeater Association,,,100,,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,112.3,E,,145.295,144.695,,,,Logan,Off-Air,NECARA,CCARC,,,,Wide area,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,113.1,NNW,,146.82,146.22,,,,Albany,On-Air,Shy-Wy Amateur Radio Club,WRCG,,114.8,,Wide area.,,,,,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,113.2,NNW,,146.61,146.01,,,,Albany,On-Air,University ARC,WRCG,,,,Laramie Valley  30 mi radius.,,http://www.uwyo.edu/uarc,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,113.8,SSW,,147.06,147.66,,,,Custer,On-Air,http://www.qsl.net/rghc,CCARC,,77,77,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,113.8,SSW,,448.325,443.325,,,,Custer,On-Air,,,,100,100,,,,,,,,,,,,The Fun Machine,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,113.8,SSW,,927.775,902.775,,,,Custer,On-Air,Royal Gorge Amateur Radio Club,CCARC,,D116,D116,,,,,,,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,113.8,SSW,,919.1,894.1,,,,Pueblo,Off-Air,Pueblo HC,CCARC,,88.5,CSQ,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,113.8,SSW,,448.15,443.15,,,,Custer,On-Air,Royal George ARC,CCARC,,103.5,103.5,,E-power.,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,113.9,SW,,447.65,442.65,,,,Gunnison,On-Air,KB0YNA,CCARC,,151.4,151.4,Gunnison valley and along East and west on Highway 50.,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,,,,,,,,,,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,114.3,W,,447.15,442.15,,,,Garfield,On-Air,,,,136.5,,,,,,8150,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,117.8,S,,449.625,444.625,,,,Custer,On-Air,,CCARC,,107.2,,,E-power.,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,117.8,S,,224.32,222.72,,,,Custer,Off-Air,Pueblo Ham Club,CCARC,,88.5,,,11,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,117.8,S,,447.175,442.175,,,,Pueblo,Off-Air,Pueblo HC,CCARC,,88.5,,Wide area: Southeast Colorado.,11,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,120.9,SSE,,449.975,444.975,,,,Pueblo,On-Air,K0JSC,CCARC,,100,100,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",2,K0JSC dot Com,7301,363976,28368,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",,,,DM78SA18,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,124.8,W,,147.3,147.9,,,,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,CCARC,,107.2,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",8,,,266359,,,,,,,,Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,124.9,W,,447.6,442.6,,,,Garfield,,Ski Country ARC (SCARC),CCARC,,,,40,50,,,,,,,,,,,Link Hub for 146.880.,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,124.9,W,,449.85,444.85,,,,Garfield,On-Air,,CCARC,,131.8,131.8,Glenwood Springs,e-power  Linked to GMRA Open System,http://GMRA.org,,,,,,,,Colorado State RACES  Wed 1930 local,Grand Mesa Repeater Assoc,RACES net Wed 1930 Hrs Local,,Full-time to the  GMRA Open System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,124.9,W,,224.02,222.42,,,,Garfield,,SCARC,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,125.1,NNE,,147.165,147.765,,,,Laramie,On-Air,Shy-Wy Amateur Radio Club,WRCG,,114.8,,,E-power.,,,,,,,,,,,,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,126,W,,449.725,444.725,,,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative (RFARC),CCARC,,179.9,,Wide area.,EchoLink.,,3722,,28434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,126,W,,147.39,147.99,,,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative,,,107.2,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,129.1,W,,449.6,444.6,,,,Garfield,On-Air,,CCARC,,107.2,,Wide area.,e-power Linked to GMRA open system,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,129.1,W,,146.85,146.25,,,,Garfield,On-Air,Colorado Connection,CCARC,,88.5,123,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",70,,,,,,,,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,Part of the Colorado Connection System of Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,129.1,W,,146.88,146.28,,,,Garfield,On-Air,Ski Country ARC,CCARC,,107.2,,,,,,,,,,,,,,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,129.1,W,,447.1,442.1,,,,Garfield,On-Air,Ski Country ARC,CCARC,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,130.6,SE,,146.895,146.295,,,,Kit Carson,On-Air,Big Sandy ARC,CCARC,,103.5,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,132.5,SW,,449.95,444.95,,,,Gunnison,,K5GF,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,132.5,SW,,147.12,147.72,,,,Gunnison,On-Air,W0VTL,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,137.2,NNE,,147,146.4,,,,Banner,On-Air,Tri-City Radio Amateur Club,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,138.9,SSE,,146.73,146.13,,,,Huerfano,On-Air,Pueblo Ham Club,CCARC,,88.5,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",6,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,143.6,SSE,,446.75,441.75,,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Otero,On-Air,,,,,,La Junta,E-power.,,,,,,,Open ↑ / Open ↓,,,KC0ITF,Please use Busy Channel LockOut,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,143.6,SSE,,147.36,147.96,,,,Otero,On-Air,,,,,123,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,E-power,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,KC0ITF,Digital Wires-X,11598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,145.3,WNW,,145.265,144.665,,,,Moffat,,NW Colorado ARC,CCARC,,107.2,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,145.3,WNW,,146.97,146.37,,,,Moffat,On-Air,Northwest Colorado Amateur Radio Association,CCARC,,88.5,123,,,,,,,,,,,,Colorado Connection,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,149.2,W,,146.76,146.16,,,,Garfield,Off-Air,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",CCARC,,107.2,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",E-power.,,,243117,,,,,,,,,,,,,,DM69cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,149.9,SSW,,146.64,146.04,,,,Rio Grande,On-Air,,,,77,77,Low level local coverage,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,150.2,SSW,,447.1,442.1,,,,Saguache,On-Air,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,151.6,WSW,,147.33,147.93,,,,Delta,On-Air,North Fork Repeater Assoc.,CCARC,,107.2,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,151.9,NNE,,444.125,449.125,,,,Scotts Bluff,On-Air,SBCEMA,,,114.8,,Wide area,Linked to Albin (147.165) and Cheyenne (146.775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,153.5,E,,146.955,146.355,,,,Phillips,,PCARC,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,153.6,NNW,,147.24,147.84,,,,Carbon,On-Air,CCARS,WRCG,,100,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,154.4,S,,145.355,144.755,,,,Huerfano,On-Air,N0JPX,CCARC,,100,,,"E-power, linked.",,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,160,N,,449.625,444.625,,,,Platte,On-Air,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,160,N,,146.88,146.28,,,,Platte,On-Air,GPARA,WRCG,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,160,N,,224.68,223.08,,,,Platte,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,162.1,WSW,,449.5,444.5,,,,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),CCARC,,107.2,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,163.8,NNE,,444.825,449.825,,,,Scotts Bluff,On-Air,W0KAV/KW0R,,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,163.8,NNE,,145.475,144.875,,,,Scotts Bluff,On-Air,RWMC,,,,,20,e-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,164,WSW,,449.65,444.65,,,,Mesa,On-Air,Keri Washburn,CCARC,,151.4,151.4,Wide area coverage,NWS weather alert system.,,8162,,,11,,,,,,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,164,WSW,,145.355,144.755,,,,Mesa,On-Air,Colorado Connection,CCARC,,88.5,123,"Rifle to the east, several miles east of Green River, Utah to the west.",E-power.,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,Colorado Connection system of repeaters,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,164.2,W,,449.8,444.8,,,,Garfield,On-Air,,CCARC,,107.2,,,8,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,165,NNE,,445.1,445.1,,,,Scotts Bluff,On-Air,,,,100,100,,,,3942,,,,,,,,,This is a simplex IRLP node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,165.7,S,,449.75,444.75,,,,Las Animas,On-Air,N0ZSN,CCARC,,100,100,,,The Fun Machine,7301,363976,28368,,,,,,The Fun Machine,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,167.1,SW,,146.925,146.325,,,,Mineral,Off-Air,Creede ARC,CCARC,,,,,,,,,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,167.2,WSW,,147.36,147.96,,,,Delta,,W0ALC,CCARC,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,167.2,WSW,,147.195,147.795,,,,Delta,,,,,107.2,,Local.,,,,,,,,,,,Colorado District 25 ARES,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,167.2,WSW,,449.825,444.825,,,,Delta,,W0ALC,CCARC,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,167.3,NNE,,147.075,147.675,,,,Scotts Bluff,On-Air,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,167.3,NNE,,146.445,146.445,,,,Scotts Bluff,On-Air,,,,88.5,88.5,,,http://garymcduffie.com,3055,,,Access pre-fix = 5,,,,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,167.4,WSW,,447.35,442.35,,,,Delta,,Grand Mesa Repeater Assoc (GMRA),CCARC,,107.2,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,171,SE,,146.61,146.01,,,,Prowers,On-Air,Lamar Amateur Radio Club,CCARC,,123,123,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,,3774,37784,,,,,,,,,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,171.1,SE,,449.5,444.5,,,,Prowers,On-Air,Lamar ARC,CCARC,,123,,45,,,3774,37784,,,,,,,,,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,171.6,WSW,,448.65,443.65,,,,Montrose,On-Air,KB0YNA,,,,151.4,Wide area.,,,,,,,,,,,,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
